id,name,sex,age,white,degree,work_area,years_of_experience,salary
5906,Elisabeth,F,65,False,False,Transport,23,32.63
5907,Oscar,M,60,False,False,Cleaning,30,22.35
5908,Maria,F,53,True,True,Education,4,46.59
5909,Maria,F,60,False,False,IT,31,63.74
5910,Maria,F,34,False,True,Health,4,34.09
5911,Jessica,F,62,True,False,IT,0,31.89
5912,Jessica,F,31,False,True,Health,1,37.64
5913,Clara,F,49,True,True,IT,0,49.6
5914,Paula,F,63,True,False,Transport,30,50.56
5915,Oscar,M,43,True,True,Health,0,47.86
5916,Mark,M,56,True,False,IT,33,74.02
5917,Jessica,F,18,True,False,Cleaning,0,28.74
5918,John,M,33,True,True,IT,10,61.46
5919,John,M,60,True,True,IT,41,75.66
5920,Clara,F,31,False,False,Transport,3,34.17
5921,John,M,39,False,False,Cleaning,5,47.99
5922,Elisabeth,F,29,False,True,Health,10,55.73
5923,Clara,F,24,True,False,Transport,1,29.39
5924,Clara,F,29,True,True,IT,8,43.92
5925,John,M,42,True,True,IT,19,85.02
5926,Maria,F,56,False,False,IT,34,40.56
5927,Elisabeth,F,19,False,False,IT,0,32.0
5928,John,M,43,True,False,IT,1,35.47
5929,Carlos,M,41,False,False,IT,21,75.25
5930,Maria,F,52,True,False,Transport,13,33.54
5931,Paula,F,24,True,False,Cleaning,6,31.43
5932,Clara,F,18,True,False,Transport,0,32.65
5933,Maria,F,31,False,False,Transport,3,34.15
5934,Tim,M,33,True,True,IT,12,46.66
5935,Oscar,M,18,True,False,IT,0,28.95
5936,Mark,M,54,True,False,IT,10,65.38
5937,John,M,51,True,False,IT,14,46.5
5938,Clara,F,56,True,False,Cleaning,21,37.1
5939,Mark,M,29,True,False,Transport,5,45.44
5940,Steve,M,61,True,False,Transport,18,50.65
5941,Carlos,M,19,True,False,Cleaning,0,33.01
5942,Oscar,M,48,True,True,IT,16,72.25
5943,Maria,F,46,True,True,Health,9,46.79
5944,Clara,F,46,True,True,Education,5,39.2
5945,Steve,M,22,False,False,IT,2,54.37
5946,Oscar,M,22,False,False,IT,3,44.6
5947,Steve,M,36,False,False,Cleaning,3,33.8
5948,Clara,F,60,True,False,IT,22,44.74
5949,Maria,F,61,True,False,Cleaning,17,32.33
5950,Steve,M,65,True,True,IT,4,60.05
5951,Tim,M,35,True,False,Transport,7,32.46
5952,John,M,45,False,True,Education,8,38.63
5953,John,M,52,False,False,IT,12,58.34
5954,Carlos,M,52,True,True,Health,28,79.35
5955,Clara,F,48,True,False,Cleaning,27,24.78
5956,Elisabeth,F,39,True,False,IT,15,46.31
5957,Paula,F,29,False,False,IT,2,41.34
5958,John,M,21,False,True,Health,2,61.98
5959,Paula,F,39,True,True,IT,11,53.32
5960,Maria,F,39,True,False,Transport,15,36.77
5961,Jessica,F,19,False,True,Health,1,44.77
5962,Paula,F,54,True,True,IT,2,63.72
5963,Clara,F,52,True,False,Cleaning,18,35.12
5964,Jessica,F,44,True,True,Education,3,47.81
5965,Carlos,M,25,True,False,Cleaning,1,31.49
5966,Maria,F,35,False,False,Transport,5,31.8
5967,Steve,M,63,False,False,Transport,26,30.93
5968,John,M,24,True,True,Health,3,61.84
5969,Clara,F,50,True,False,IT,17,54.15
5970,Jessica,F,53,True,False,Transport,23,36.28
5971,Maria,F,21,True,True,Education,0,41.39
5972,Jessica,F,20,True,True,IT,0,37.08
5973,Elisabeth,F,33,True,False,Transport,6,33.3
5974,Clara,F,28,True,True,Health,6,52.34
5975,Steve,M,39,True,True,Health,20,87.25
5976,Maria,F,54,True,True,IT,2,58.18
5977,Oscar,M,37,False,True,IT,16,83.23
5978,Elisabeth,F,50,False,True,IT,10,52.71
5979,Clara,F,49,True,False,IT,13,56.61
5980,Jessica,F,47,True,True,Health,23,56.66
5981,Mark,M,58,True,True,Education,13,68.07
5982,Jessica,F,32,True,True,IT,10,65.08
5983,Mark,M,20,True,False,IT,0,45.71
5984,John,M,46,True,False,Cleaning,14,25.57
5985,Steve,M,39,True,False,Transport,17,54.56
5986,Mark,M,39,False,True,IT,11,54.01
5987,John,M,51,True,False,Cleaning,18,33.01
5988,Steve,M,40,False,False,IT,4,85.57
5989,Oscar,M,19,True,True,Education,1,71.2
5990,Paula,F,59,True,False,IT,5,43.86
5991,Jessica,F,52,False,True,IT,4,51.92
5992,Paula,F,22,False,True,IT,3,46.57
5993,Clara,F,47,False,True,Education,19,50.41
5994,Steve,M,59,True,True,Health,11,66.6
5995,John,M,31,False,True,Health,8,49.39
5996,Clara,F,38,False,True,IT,9,42.85
5997,Elisabeth,F,50,True,True,Education,7,40.55
5998,Oscar,M,37,False,False,Transport,18,41.28
5999,Clara,F,42,False,True,Education,6,47.19
6000,Oscar,M,55,True,False,Transport,36,34.26
6001,Paula,F,18,True,False,Transport,0,26.65
6002,Paula,F,59,False,True,Education,3,42.43
6003,Carlos,M,19,False,False,IT,0,51.57
6004,Elisabeth,F,54,False,False,Transport,28,45.49
6005,Elisabeth,F,26,False,False,IT,2,48.16
6006,Oscar,M,63,False,False,IT,22,72.31
6007,Carlos,M,63,True,False,IT,41,35.12
6008,Mark,M,32,True,True,Health,10,45.77
6009,Tim,M,29,True,False,Cleaning,3,26.3
6010,Carlos,M,48,False,False,IT,14,58.09
6011,Jessica,F,22,False,True,IT,4,53.8
6012,Maria,F,50,True,False,IT,10,48.16
6013,Steve,M,61,True,False,IT,12,43.45
6014,Maria,F,30,False,True,IT,7,52.01
6015,Carlos,M,50,False,False,IT,3,40.29
6016,Jessica,F,32,False,True,Education,10,50.83
6017,Mark,M,39,False,False,Cleaning,0,27.9
6018,Steve,M,18,True,True,IT,0,51.47
6019,Carlos,M,36,True,False,Transport,16,53.3
6020,John,M,56,False,False,IT,28,65.31
6021,Steve,M,30,False,False,Cleaning,8,40.8
6022,Carlos,M,27,True,True,Health,1,35.88
6023,Carlos,M,36,True,False,IT,16,66.63
6024,John,M,56,True,False,Transport,25,36.44
6025,Paula,F,60,True,False,Transport,26,35.36
6026,Elisabeth,F,54,False,False,IT,15,53.95
6027,Carlos,M,57,False,False,IT,32,60.41
6028,John,M,51,False,False,Transport,24,61.12
6029,Tim,M,35,False,False,Cleaning,13,41.71
6030,Jessica,F,31,True,True,Education,8,48.58
6031,Paula,F,34,True,True,Education,1,43.72
6032,Paula,F,39,True,False,Cleaning,9,28.75
6033,John,M,45,False,True,Health,1,40.09
6034,Oscar,M,53,False,False,Transport,30,35.91
6035,Clara,F,27,False,True,IT,9,54.83
6036,Mark,M,44,True,True,Education,12,71.22
6037,Paula,F,36,False,False,IT,14,56.12
6038,Elisabeth,F,23,True,False,IT,4,36.91
6039,Steve,M,62,True,False,Cleaning,30,35.4
6040,Elisabeth,F,22,True,True,IT,0,51.32
6041,Paula,F,46,True,False,Transport,20,40.63
6042,Clara,F,38,False,True,Education,16,43.24
6043,Mark,M,45,True,True,Education,9,44.39
6044,Jessica,F,63,False,False,Transport,8,37.37
6045,Jessica,F,20,True,True,Education,1,47.82
6046,Paula,F,38,False,False,Transport,8,32.61
6047,Carlos,M,39,True,True,Health,21,60.49
6048,Mark,M,37,False,False,Cleaning,2,35.5
6049,Clara,F,46,True,True,IT,27,86.15
6050,Maria,F,44,True,False,Transport,7,27.55
6051,Elisabeth,F,44,False,True,Education,4,42.13
6052,Steve,M,64,True,False,IT,31,54.07
6053,Jessica,F,64,True,False,IT,37,61.75
6054,Clara,F,43,True,True,Health,24,55.52
6055,Steve,M,28,True,True,Education,4,56.24
6056,Mark,M,51,False,False,IT,26,58.98
6057,Steve,M,35,False,False,IT,15,59.67
6058,Carlos,M,25,True,True,Health,7,74.3
6059,Oscar,M,59,True,False,IT,13,55.82
6060,Mark,M,20,False,True,IT,2,51.54
6061,Elisabeth,F,55,True,False,Cleaning,21,33.94
6062,Elisabeth,F,29,True,True,Education,5,44.72
6063,Paula,F,62,True,True,Health,22,47.44
6064,Paula,F,45,False,False,IT,22,49.49
6065,Mark,M,53,False,True,Education,3,50.89
6066,Clara,F,32,True,False,Cleaning,7,39.46
6067,Tim,M,36,True,False,IT,17,66.71
6068,John,M,51,True,False,IT,5,55.57
6069,Carlos,M,40,False,False,IT,12,73.28
6070,Tim,M,23,True,False,IT,0,70.83
6071,Mark,M,55,False,True,IT,28,84.44
6072,Clara,F,57,True,False,Transport,19,37.59
6073,Steve,M,46,False,True,Health,6,49.78
6074,Clara,F,57,True,True,Health,32,70.07
6075,Jessica,F,23,True,False,Transport,3,32.13
6076,Carlos,M,49,False,False,Cleaning,20,16.34
6077,Paula,F,63,True,False,Transport,2,33.3
6078,Maria,F,33,True,False,Transport,7,35.88
6079,Paula,F,35,False,True,Education,5,42.87
6080,John,M,30,True,True,Education,2,50.72
6081,Paula,F,55,False,False,Transport,14,33.77
6082,Carlos,M,64,True,True,Education,3,25.93
6083,Paula,F,64,True,True,IT,7,56.01
6084,Paula,F,56,True,False,IT,32,39.06
6085,Maria,F,55,False,False,Cleaning,34,40.04
6086,Mark,M,20,False,False,IT,2,51.85
6087,Elisabeth,F,28,True,False,IT,9,33.74
6088,Elisabeth,F,48,True,False,Transport,12,36.33
6089,Maria,F,34,True,False,IT,3,46.27
6090,Clara,F,36,True,False,Cleaning,15,29.7
6091,Oscar,M,32,False,True,Education,11,53.25
6092,John,M,51,True,False,IT,12,85.19
6093,Tim,M,32,False,False,IT,9,39.13
6094,Maria,F,46,False,False,Transport,27,30.55
6095,Jessica,F,37,True,False,IT,12,66.63
6096,Carlos,M,42,True,True,IT,17,86.86
6097,Maria,F,58,False,True,Health,34,50.55
6098,Steve,M,26,False,False,Cleaning,3,31.08
6099,Paula,F,22,False,False,Cleaning,0,33.31
6100,Maria,F,24,True,False,IT,6,32.67
6101,Tim,M,27,False,True,Education,7,51.11
6102,Clara,F,56,False,True,IT,36,54.35
6103,Jessica,F,48,True,False,Cleaning,15,44.71
6104,Steve,M,58,True,True,Education,2,49.32
6105,John,M,47,True,False,IT,15,35.18
6106,Jessica,F,50,False,True,Health,30,55.43
6107,John,M,38,False,True,Education,1,37.94
6108,Elisabeth,F,25,True,False,Transport,1,27.42
6109,Oscar,M,50,True,True,Education,25,60.18
6110,John,M,34,True,False,Cleaning,11,35.07
6111,Elisabeth,F,20,True,True,Health,0,41.6
6112,Jessica,F,48,False,True,Health,29,52.14
6113,Paula,F,34,True,False,Cleaning,7,40.57
6114,Oscar,M,35,True,True,Health,16,74.08
6115,John,M,47,True,False,Cleaning,24,24.04
6116,John,M,41,True,False,Cleaning,8,33.14
6117,John,M,42,True,True,IT,0,68.15
6118,John,M,48,True,False,Cleaning,4,31.0
6119,Steve,M,52,True,True,IT,1,46.48
6120,Paula,F,27,False,False,IT,4,47.51
6121,John,M,45,False,True,Health,22,81.68
6122,Tim,M,19,False,False,Cleaning,1,28.25
6123,Paula,F,40,True,False,Cleaning,10,34.29
6124,Paula,F,57,False,False,IT,32,51.38
6125,Tim,M,20,True,False,IT,0,20.29
6126,Oscar,M,21,True,False,Transport,0,45.11
6127,John,M,49,True,True,Health,21,28.75
6128,Clara,F,28,True,True,Education,5,42.43
6129,Maria,F,39,False,False,Transport,4,26.84
6130,Jessica,F,54,False,False,Cleaning,3,24.14
6131,Maria,F,26,False,False,Transport,1,37.82
6132,Maria,F,33,True,False,IT,0,45.14
6133,Jessica,F,64,False,False,Transport,11,43.95
6134,Clara,F,19,True,False,IT,1,43.0
6135,John,M,37,False,False,IT,9,57.52
6136,John,M,43,True,False,Cleaning,6,30.77
6137,Jessica,F,41,False,False,Transport,13,39.01
6138,Maria,F,51,False,False,IT,15,48.75
6139,Maria,F,50,True,True,IT,7,63.63
6140,Paula,F,58,True,True,Education,11,51.37
6141,Tim,M,47,True,True,Health,18,67.52
6142,Steve,M,44,True,False,Cleaning,4,31.78
6143,Carlos,M,25,True,False,IT,2,68.68
6144,Tim,M,21,True,False,Transport,0,30.76
6145,Oscar,M,64,True,True,Education,21,75.02
6146,Maria,F,36,True,True,IT,14,72.14
6147,Paula,F,47,True,False,IT,28,54.46
6148,Tim,M,44,False,True,Education,1,39.23
6149,John,M,40,False,False,Cleaning,12,42.87
6150,Oscar,M,64,True,False,IT,3,44.33
6151,Paula,F,25,False,True,IT,7,45.52
6152,Carlos,M,31,True,False,Transport,11,46.23
6153,Maria,F,26,True,False,Cleaning,3,34.6
6154,Steve,M,38,False,True,Health,7,68.76
6155,John,M,33,True,True,Education,7,46.39
6156,Steve,M,20,False,False,IT,1,49.57
6157,Mark,M,56,True,False,IT,31,38.76
6158,Oscar,M,44,True,False,Transport,17,38.46
6159,Jessica,F,34,True,False,Cleaning,15,39.45
6160,Oscar,M,34,True,False,Cleaning,2,28.12
6161,John,M,25,True,True,IT,2,64.49
6162,Maria,F,25,False,False,Cleaning,4,25.18
6163,Jessica,F,24,False,False,Transport,0,23.85
6164,Mark,M,52,True,True,Education,24,75.59
6165,John,M,24,False,False,Transport,0,39.7
6166,Oscar,M,57,False,False,Cleaning,11,39.45
6167,Paula,F,29,False,False,Cleaning,3,36.81
6168,Mark,M,35,False,True,IT,2,70.42
6169,Mark,M,42,True,False,IT,4,38.88
6170,Steve,M,25,False,False,IT,2,27.84
6171,Elisabeth,F,40,False,True,IT,15,61.45
6172,Clara,F,32,True,False,Transport,6,33.25
6173,Jessica,F,46,True,True,Education,26,40.61
6174,Oscar,M,51,True,False,Cleaning,22,68.58
6175,Oscar,M,45,False,False,Cleaning,1,33.66
6176,Jessica,F,25,False,True,IT,3,55.11
6177,Paula,F,54,True,True,IT,29,52.83
6178,Mark,M,62,False,False,Cleaning,0,32.33
6179,Steve,M,53,False,False,IT,2,62.6
6180,Jessica,F,22,True,True,Health,3,47.91
6181,Elisabeth,F,41,True,True,Education,18,56.62
6182,Clara,F,24,True,False,Transport,5,38.08
6183,Jessica,F,19,False,False,Transport,1,25.12
6184,Clara,F,45,True,True,Education,7,44.71
6185,Mark,M,57,True,True,Health,14,35.42
6186,Clara,F,55,True,False,Transport,28,39.98
6187,Jessica,F,25,False,True,Education,6,46.81
6188,Steve,M,32,True,False,Transport,14,60.5
6189,Tim,M,58,True,False,Cleaning,20,34.11
6190,Oscar,M,37,False,True,Education,2,51.37
6191,Maria,F,46,True,True,IT,23,60.31
6192,Carlos,M,46,True,False,IT,18,42.01
6193,Mark,M,60,True,False,IT,37,37.64
6194,Clara,F,27,True,True,Education,3,43.88
6195,John,M,45,True,False,IT,27,63.93
6196,Clara,F,22,False,False,IT,3,35.08
6197,John,M,50,True,True,Health,24,73.55
6198,Mark,M,39,True,False,Cleaning,14,41.94
6199,Paula,F,54,True,True,Education,18,44.11
6200,Oscar,M,43,True,False,Transport,9,58.09
6201,Maria,F,25,True,False,Transport,6,29.28
6202,Elisabeth,F,35,True,False,Transport,14,46.58
6203,Mark,M,49,True,False,Transport,10,55.84
6204,Jessica,F,24,True,False,Cleaning,1,31.45
6205,Tim,M,42,True,False,Cleaning,5,20.62
6206,Maria,F,35,True,False,Transport,3,28.41
6207,Jessica,F,29,True,False,Transport,3,31.29
6208,Mark,M,46,False,False,Cleaning,19,24.13
6209,Carlos,M,47,False,False,Transport,7,37.41
6210,Jessica,F,46,False,True,Health,8,50.65
6211,Jessica,F,51,False,False,Transport,14,28.55
6212,Maria,F,23,True,False,Cleaning,2,30.62
6213,Oscar,M,42,True,True,Education,15,54.16
6214,Jessica,F,34,True,True,Health,16,52.33
6215,Clara,F,43,False,True,Health,6,41.54
6216,Jessica,F,47,True,True,IT,19,64.03
6217,Jessica,F,55,True,False,Transport,21,38.41
6218,Maria,F,51,False,True,IT,16,58.11
6219,Mark,M,39,False,False,IT,21,39.85
6220,Mark,M,18,True,False,Cleaning,0,21.28
6221,John,M,56,True,True,Health,20,75.32
6222,Steve,M,58,False,False,Transport,24,34.48
6223,Elisabeth,F,54,False,True,Health,8,54.16
6224,Steve,M,45,True,True,Education,14,63.1
6225,Oscar,M,40,True,False,Cleaning,17,46.57
6226,Mark,M,52,True,False,IT,8,46.96
6227,Oscar,M,49,True,False,Transport,11,28.2
6228,Oscar,M,57,True,False,IT,8,66.33
6229,Elisabeth,F,33,True,False,IT,1,39.39
6230,Paula,F,61,False,False,Transport,42,48.17
6231,John,M,26,False,True,IT,0,54.46
6232,Maria,F,25,True,True,IT,0,50.14
6233,Jessica,F,22,True,False,Transport,2,35.69
6234,Elisabeth,F,39,False,False,Transport,4,28.29
6235,John,M,53,False,False,Cleaning,0,26.08
6236,Clara,F,60,True,False,IT,1,47.13
6237,Paula,F,28,True,True,Education,7,56.44
6238,Jessica,F,57,False,True,Education,0,44.53
6239,Maria,F,37,True,False,Transport,12,40.34
6240,Jessica,F,55,True,True,IT,12,79.86
6241,Maria,F,62,False,True,IT,5,56.97
6242,Elisabeth,F,18,True,True,IT,0,49.59
6243,John,M,54,True,True,Health,23,64.19
6244,Carlos,M,54,False,True,Health,14,48.9
6245,Paula,F,30,True,True,IT,1,49.68
6246,Elisabeth,F,27,False,False,Cleaning,5,34.82
6247,Tim,M,33,True,False,Cleaning,2,25.78
6248,Maria,F,24,True,False,IT,3,38.22
6249,Tim,M,47,True,False,Cleaning,2,39.33
6250,Steve,M,37,True,True,IT,4,65.35
6251,John,M,27,False,False,Transport,5,25.36
6252,Clara,F,25,True,False,Cleaning,4,26.39
6253,John,M,32,False,True,Education,14,61.27
6254,Tim,M,64,False,True,Education,10,36.11
6255,Elisabeth,F,28,False,True,Education,0,36.94
6256,Elisabeth,F,29,True,True,Health,6,59.49
6257,Elisabeth,F,21,True,True,IT,1,39.26
6258,Jessica,F,20,False,False,Transport,0,31.67
6259,Paula,F,34,False,False,Transport,8,36.11
6260,John,M,35,False,False,IT,13,50.07
6261,Paula,F,24,False,True,Education,1,41.99
6262,Paula,F,46,False,False,Cleaning,5,31.92
6263,John,M,42,True,True,Education,20,54.58
6264,Paula,F,52,True,True,IT,14,66.56
6265,Mark,M,18,False,False,Transport,0,30.72
6266,Elisabeth,F,32,True,True,IT,5,63.74
6267,Maria,F,32,False,False,Transport,8,38.02
6268,Paula,F,52,True,False,Cleaning,24,41.65
6269,Oscar,M,40,True,False,IT,0,47.41
6270,Oscar,M,58,False,False,IT,37,55.95
6271,Maria,F,63,False,False,IT,44,57.66
6272,Clara,F,28,True,True,IT,3,62.48
6273,Elisabeth,F,35,True,False,Cleaning,8,29.58
6274,Elisabeth,F,27,True,False,Transport,7,39.97
6275,Oscar,M,46,True,True,Health,2,64.84
6276,Maria,F,29,True,False,Transport,6,25.87
6277,Tim,M,59,True,True,IT,5,32.45
6278,Paula,F,30,False,False,Transport,10,33.39
6279,John,M,23,True,True,Education,3,45.04
6280,Steve,M,34,False,True,IT,15,61.19
6281,Jessica,F,25,True,True,Education,5,48.11
6282,Clara,F,23,True,False,IT,2,53.27
6283,Clara,F,44,True,False,IT,17,56.72
6284,Oscar,M,19,True,False,IT,1,48.49
6285,Jessica,F,32,False,True,Education,12,49.5
6286,Mark,M,43,False,True,Health,11,67.6
6287,Oscar,M,34,False,False,Transport,4,23.57
6288,Carlos,M,42,False,False,IT,24,69.09
6289,Maria,F,42,False,False,Cleaning,23,37.88
6290,Jessica,F,53,True,False,Cleaning,16,33.48
6291,Elisabeth,F,49,False,False,Transport,29,32.81
6292,John,M,37,False,True,Education,4,41.03
6293,Paula,F,59,True,False,Transport,16,37.89
6294,Steve,M,56,False,True,IT,9,78.98
6295,Elisabeth,F,32,True,True,IT,7,67.93
6296,Carlos,M,48,True,True,Education,0,53.26
6297,John,M,23,True,False,Cleaning,1,39.61
6298,Carlos,M,31,True,False,Cleaning,2,35.5
6299,Elisabeth,F,30,False,False,Transport,7,28.85
6300,Maria,F,46,True,False,Cleaning,13,40.35
6301,Steve,M,39,True,True,Education,12,53.86
6302,Paula,F,25,False,True,Education,5,40.01
6303,Tim,M,22,True,True,Education,1,54.7
6304,John,M,37,True,False,IT,17,40.78
6305,Maria,F,52,True,False,Transport,2,32.12
6306,Tim,M,18,False,False,IT,0,50.78
6307,Maria,F,45,False,False,IT,10,44.52
6308,John,M,19,False,False,IT,0,44.41
6309,Oscar,M,46,False,False,Cleaning,19,16.21
6310,John,M,59,False,True,IT,21,65.31
6311,Elisabeth,F,28,False,True,Education,8,52.7
6312,Oscar,M,42,False,False,Cleaning,22,50.3
6313,Mark,M,27,True,False,Cleaning,2,37.32
6314,Carlos,M,52,True,True,Health,15,67.82
6315,Clara,F,42,True,True,Education,16,45.01
6316,Jessica,F,36,True,False,Transport,5,48.72
6317,Tim,M,51,True,False,IT,6,63.56
6318,Carlos,M,31,False,False,Cleaning,11,35.75
6319,Paula,F,34,True,True,IT,2,53.56
6320,Mark,M,46,True,False,Cleaning,20,42.98
6321,Carlos,M,55,False,False,Transport,17,47.04
6322,Carlos,M,30,True,False,Cleaning,8,46.37
6323,Steve,M,42,False,True,IT,4,64.45
6324,Maria,F,46,True,False,Cleaning,0,29.28
6325,Elisabeth,F,34,False,True,Education,16,48.96
6326,Elisabeth,F,28,False,False,Cleaning,10,30.65
6327,Jessica,F,41,True,False,IT,1,44.31
6328,Paula,F,46,False,True,Health,13,59.88
6329,Jessica,F,25,True,False,Cleaning,5,34.83
6330,Jessica,F,50,False,False,Transport,19,32.48
6331,Paula,F,35,True,False,IT,1,36.08
6332,Oscar,M,23,True,False,IT,3,42.76
6333,Elisabeth,F,46,True,False,IT,22,74.26
6334,Paula,F,27,True,False,IT,8,57.48
6335,Jessica,F,30,False,False,IT,3,32.72
6336,Paula,F,26,True,True,Health,2,38.46
6337,Clara,F,59,False,False,IT,27,50.34
6338,Mark,M,22,True,False,Cleaning,2,15.0
6339,Oscar,M,23,False,False,Cleaning,4,27.41
6340,Jessica,F,20,False,False,Cleaning,1,23.91
6341,Carlos,M,64,True,True,Education,35,64.42
6342,Jessica,F,35,True,True,Education,15,55.93
6343,Carlos,M,22,False,True,Education,4,51.65
6344,Paula,F,63,True,False,Transport,37,46.17
6345,Carlos,M,57,True,False,IT,10,22.12
6346,Steve,M,21,False,True,Health,2,59.57
6347,Oscar,M,56,True,False,IT,1,49.21
6348,Steve,M,50,False,False,Transport,1,21.77
6349,Paula,F,38,True,False,Cleaning,12,36.29
6350,Paula,F,47,True,True,Education,9,50.4
6351,Carlos,M,50,True,True,Health,26,59.13
6352,Steve,M,56,False,True,Education,22,51.7
6353,Mark,M,47,False,False,IT,24,59.99
6354,Steve,M,49,True,False,Cleaning,7,35.61
6355,Elisabeth,F,27,False,True,Health,5,47.77
6356,John,M,42,False,False,Transport,21,32.61
6357,Maria,F,51,False,False,Cleaning,16,28.8
6358,Jessica,F,24,False,False,Transport,3,26.37
6359,Paula,F,45,False,True,Education,25,49.37
6360,Maria,F,57,True,True,Education,31,45.82
6361,Maria,F,56,True,False,IT,37,55.78
6362,John,M,65,True,False,IT,2,46.02
6363,Elisabeth,F,64,True,True,Education,41,53.09
6364,Clara,F,24,False,False,IT,0,36.75
6365,Steve,M,20,True,False,Transport,2,45.43
6366,Tim,M,27,True,False,IT,2,39.27
6367,Mark,M,52,False,True,Education,10,46.12
6368,Maria,F,35,True,True,Health,17,43.03
6369,Elisabeth,F,51,True,False,IT,3,36.68
6370,Steve,M,26,False,True,Education,7,46.02
6371,Carlos,M,54,False,True,Health,35,63.69
6372,Mark,M,62,True,False,Cleaning,3,36.53
6373,Tim,M,29,True,True,IT,3,49.93
6374,Tim,M,64,True,False,IT,39,85.46
6375,Tim,M,28,True,True,Education,1,40.79
6376,Oscar,M,58,True,True,Education,5,63.93
6377,Elisabeth,F,22,False,False,IT,1,41.32
6378,Clara,F,52,True,True,IT,15,59.41
6379,Mark,M,31,True,True,Health,10,67.47
6380,Steve,M,21,False,True,IT,3,76.32
6381,Carlos,M,47,False,False,Transport,25,47.88
6382,Jessica,F,64,False,True,Education,12,54.29
6383,Mark,M,51,False,False,Cleaning,16,26.57
6384,Clara,F,32,False,False,Transport,9,28.59
6385,Jessica,F,24,True,False,Cleaning,6,33.31
6386,Steve,M,39,False,False,IT,20,80.23
6387,Steve,M,61,True,False,Cleaning,24,36.48
6388,Paula,F,60,False,False,Cleaning,22,33.03
6389,Mark,M,21,False,True,Education,2,33.13
6390,Paula,F,24,False,True,Health,4,43.37
6391,Paula,F,61,True,False,Transport,7,30.95
6392,Elisabeth,F,41,False,False,Cleaning,22,39.55
6393,Tim,M,24,True,True,Health,0,50.49
6394,Oscar,M,43,True,False,Cleaning,3,46.85
6395,Carlos,M,59,True,False,IT,12,74.11
6396,Carlos,M,42,True,False,Cleaning,1,44.8
6397,Oscar,M,47,False,False,Cleaning,10,43.2
6398,Tim,M,46,True,True,Education,28,43.19
6399,Steve,M,46,False,True,Education,6,60.4
6400,Maria,F,37,False,False,Cleaning,5,32.36
6401,John,M,64,True,False,Transport,1,24.71
6402,Clara,F,37,True,False,Cleaning,2,32.48
6403,Clara,F,33,False,False,Cleaning,14,41.87
6404,Clara,F,50,True,True,Health,19,50.48
6405,Steve,M,65,True,False,IT,20,43.81
6406,Clara,F,40,False,False,Cleaning,8,34.92
6407,Carlos,M,41,True,False,Transport,18,47.22
6408,Tim,M,55,True,True,Health,22,76.49
6409,Clara,F,60,True,False,IT,17,61.27
6410,John,M,53,True,False,IT,13,63.61
6411,Maria,F,52,False,True,Education,5,51.2
6412,Clara,F,24,False,True,Education,1,38.53
6413,Clara,F,28,True,True,Health,6,45.41
6414,John,M,57,False,True,Health,36,55.69
6415,Elisabeth,F,60,True,False,Transport,2,28.89
6416,Jessica,F,43,False,False,Transport,19,33.26
6417,Clara,F,61,False,False,Cleaning,34,42.29
6418,Maria,F,50,False,False,Transport,24,39.5
6419,Carlos,M,39,True,False,Transport,0,29.41
6420,Tim,M,19,True,True,IT,0,62.53
6421,Elisabeth,F,46,False,False,Cleaning,10,32.16
6422,Clara,F,36,True,False,IT,2,44.26
6423,Oscar,M,22,True,True,IT,0,47.64
6424,Elisabeth,F,55,False,True,IT,30,67.76
6425,Clara,F,48,False,False,Cleaning,5,34.96
6426,Paula,F,62,True,True,IT,26,74.4
6427,Oscar,M,19,True,True,Health,1,54.77
6428,Paula,F,65,False,False,IT,47,60.68
6429,Clara,F,48,True,True,Health,2,47.76
6430,Paula,F,27,True,False,Transport,3,31.53
6431,Maria,F,33,True,False,IT,14,42.16
6432,Steve,M,60,False,True,Education,32,69.82
6433,Oscar,M,33,True,False,Cleaning,10,34.59
6434,Steve,M,60,False,True,Education,14,46.83
6435,Clara,F,37,True,True,IT,18,55.01
6436,Clara,F,50,True,True,IT,7,52.54
6437,Paula,F,47,False,True,Health,19,55.65
6438,Steve,M,27,True,False,IT,9,65.25
6439,Jessica,F,55,True,False,Cleaning,31,38.86
6440,Jessica,F,53,True,False,IT,21,59.27
6441,Paula,F,35,True,False,Transport,17,25.55
6442,John,M,32,True,True,IT,8,69.9
6443,Elisabeth,F,48,True,False,IT,16,55.87
6444,Steve,M,53,True,True,Health,20,72.4
6445,Carlos,M,48,False,False,IT,16,73.24
6446,Tim,M,46,True,True,Education,23,36.76
6447,Jessica,F,21,True,False,IT,2,50.3
6448,Carlos,M,58,True,True,Health,4,47.98
6449,Carlos,M,37,False,False,IT,2,33.7
6450,Oscar,M,54,False,True,Education,10,53.49
6451,Oscar,M,30,False,True,Education,7,47.57
6452,Clara,F,47,True,True,Health,23,62.16
6453,Maria,F,37,True,True,Education,7,52.65
6454,John,M,64,False,False,Cleaning,39,54.98
6455,Tim,M,37,True,False,Cleaning,17,39.62
6456,Jessica,F,24,True,False,Transport,0,34.42
6457,Tim,M,21,True,True,Education,0,60.72
6458,Mark,M,54,True,False,Transport,36,56.75
6459,Clara,F,31,True,False,Transport,9,32.25
6460,Mark,M,37,True,True,Education,18,49.48
6461,Steve,M,37,True,False,Cleaning,7,42.53
6462,Tim,M,32,True,False,Cleaning,11,41.34
